symbol,logFC,pval,padj
RBMX2,-0.026028916239738464,3.1664330703729755e-05,0.00015214279766558373
RP11-642N14.1,-0.038966547697782516,3.179625772408356e-05,0.00015275444432238456
RER1,0.03498417139053345,3.180581322870508e-05,0.00015277810561670172
NR1D1,-0.0026334822177886963,3.18097142476868e-05,0.0001527746028533371
USF2,0.07587596774101257,3.182420090466625e-05,0.000152821934048823
DERL3,-0.0019664850551635027,3.185163115576242e-05,0.00015293139842613226
P4HA3,-0.036725811660289764,3.185959126155869e-05,0.000152947361221465
ACTR1B,0.053300440311431885,3.19017196356079e-05,0.0001531273260658834
TADA2B,0.03787747025489807,3.1941895251850705e-05,0.0001532978667396093
BECN1,0.031549930572509766,3.1990701411397934e-05,0.0001535097721159213
ZNFX1-AS1,-0.06463712453842163,3.200311065722157e-05,0.00015354698795041815
SNX18P26,0.002116023562848568,3.207019274608463e-05,0.00015384646840027076
RP11-700P18.1,-0.016206365078687668,3.2086616021031804e-05,0.00015390287768773722
FAM167B,0.013415589928627014,3.2092567814761895e-05,0.00015390905160582395
ENOPH1,-0.05244797468185425,3.2165060265952244e-05,0.0001542342920324218
ZKSCAN1,0.0895000696182251,3.221188173375147e-05,0.000154436361203884
ENC1,0.09494644403457642,3.22617865616762e-05,0.0001546531523467247
SNX9,0.018887221813201904,3.227449726915738e-05,0.00015469160915105283
HADHA,-0.06679338216781616,3.2306815544939116e-05,0.0001548240201750568
ACTBP11,-0.02214401215314865,3.234427132118499e-05,0.00015498100961988074
GGA1,0.025461256504058838,3.237566600710635e-05,0.00015510891533388618
ATP1A1,0.05322599411010742,3.249925404469397e-05,0.00015567840987292065
USP54,0.006091989576816559,3.256341793617466e-05,0.00015596312596952866
TXNRD1,0.17083168029785156,3.256641230261202e-05,0.0001559548293069207
HOXA3,-0.016039744019508362,3.262665662359248e-05,0.0001562206552453104
POGK,-0.06565642356872559,3.26475129056107e-05,0.00015629783637850043
ORC5,-0.035508185625076294,3.270840624791884e-05,0.00015656664212245497
AMD1,-0.11028683185577393,3.274867921476018e-05,0.0001567366798217308
PRKX,-0.013896539807319641,3.276820634478214e-05,0.00015680739207339907
DSEL,-0.03829336166381836,3.278302248412891e-05,0.00015685554333872296
MSL3,-0.024349287152290344,3.278834786105299e-05,0.00015685827717492291
AC106786.1,-0.0016416748985648155,3.278874981087769e-05,0.00015683746013480854
B3GNT2,0.045647993683815,3.283661651624626e-05,0.00015704365298645388
HNRNPA1P26,-0.004375209100544453,3.286490627026013e-05,0.00015715617136046852
ALDH1A1,0.039551205933094025,3.288918813913757e-05,0.00015724949466031652
EMC1,-0.11670660972595215,3.292357567090167e-05,0.00015739110102309484
TEAD3,-0.0325278639793396,3.296779696402666e-05,0.00015757966982877874
NLRP10,0.008410394191741943,3.3026191882417635e-05,0.0001578359213731706
ATPIF1,0.0361974835395813,3.303363126871644e-05,0.00015784861168881953
IRAK2,0.03768391162157059,3.305641516387466e-05,0.00015793461024211474
FAM168B,-0.07804781198501587,3.3069130239219045e-05,0.00015797248476082706
RP11-742N3.1,-0.09520605206489563,3.314252589648422e-05,0.00015830017978495903
DPH3,0.06493580341339111,3.316502809394605e-05,0.00015838473034588942
PDPR,-0.022451072931289673,3.319710574584624e-05,0.0001585149788833859
PSMD12,-0.05418965220451355,3.326165851664127e-05,0.00015880023480778157
RP11-243J18.3,-0.019855555146932602,3.3286382123486444e-05,0.00015889528040573427
PTX3,0.018767356872558594,3.332378226494037e-05,0.00015905080223227363
BRD3,0.015101790428161621,3.332378226494037e-05,0.00015902779806648937
PHLDA2,-0.06480371952056885,3.339328375935083e-05,0.00015933642771363422
IL17RD,-0.0171147920191288,3.3394460379327325e-05,0.0001593190023446942
TFEB,0.007666498422622681,3.34151858150261e-05,0.00015939483243700825
DTX3,0.02451309561729431,3.342296751995542e-05,0.00015940890623314963
AP2B1,-0.010983467102050781,3.342609094296766e-05,0.00015940076176661628
PAQR4,-0.045677948743104935,3.3442993135547185e-05,0.00015945831770337851
UBTD1,0.018228888511657715,3.346533742840452e-05,0.0001595418015388249
RASAL2,0.0006609559059143066,3.3494879043889865e-05,0.00015965956862946346
SSC5D,-0.02607402205467224,3.350904350385368e-05,0.00015970401421488547
ERGIC3,0.05575370788574219,3.3530147168914065e-05,0.00015978151441916805
PSKH1,0.07747256755828857,3.359147846740616e-05,0.00016005066166528033
GPX8,0.13956916332244873,3.3694132209708174e-05,0.00016051658854451651
SFXN5,0.007453039288520813,3.369640314669835e-05,0.00016050423297608084
SPATA13,0.032313838601112366,3.3699603359284806e-05,0.00016049630670317584
FAM72B,-0.024842480197548866,3.3750640714290414e-05,0.00016071617699062087
TRNP1,-0.1839585304260254,3.3754414712331725e-05,0.00016071095431939182
TESK1,0.03379659354686737,3.3785346132342185e-05,0.00016083501596257833
ZNF737,0.014067821204662323,3.37930057095249e-05,0.00016084827227146192
GGPS1,0.052771955728530884,3.379756086364821e-05,0.00016084675042493478
SLC35D2,-0.0032922327518463135,3.383827350968432e-05,0.0001610172821534517
ZSCAN12,-0.01266346126794815,3.384024302936574e-05,0.0001610034345715822
GANC,-0.018699705600738525,3.3851336643775686e-05,0.00016103299489062556
RP11-100G15.7,-0.003008565865457058,3.386730944306481e-05,0.00016108575393886744
MARVELD2,0.003500397317111492,3.3993901610143984e-05,0.0001616645695627992
SCAMP2,0.0754726231098175,3.40691622156168e-05,0.00016199913637473357
LMF2,-0.04494684934616089,3.409045670877628e-05,0.0001620770344533247
EPSTI1,-0.0008377078920602798,3.410957027754751e-05,0.00016214454276151566
PFKM,-0.025521278381347656,3.4159806713882926e-05,0.00016235995714845394
ZC3H6,0.04430484026670456,3.422955777703173e-05,0.00016266804822888693
SEC11C,0.06015937775373459,3.4235481548795095e-05,0.00016267276983042832
ICAM5,0.04930046945810318,3.4369638949439875e-05,0.00016328671521047785
C6orf57,0.0101451575756073,3.437127050507576e-05,0.00016327095743089184
ICA1L,0.004467830061912537,3.439685906305931e-05,0.00016336898874127565
NSMCE1,0.019446641206741333,3.4440497610303144e-05,0.00016355270849912956
PDLIM1,0.08025151491165161,3.4455108666683434e-05,0.00016359854805831343
J01415.4,0.42641568183898926,3.447922762015714e-05,0.00016368951299670285
TADA2A,-0.023641258478164673,3.450040477674604e-05,0.00016376648764332262
TET2,-0.07144762575626373,3.4553271472438326e-05,0.00016399384238105619
PPP2R1B,-0.04052993655204773,3.4579575897579627e-05,0.00016409508222934557
SOX12,-0.06994570791721344,3.459355649021246e-05,0.00016413781944126546
BDP1,-0.08974412083625793,3.468068973262828e-05,0.00016452758558275628
JAM3,0.042102813720703125,3.4711713061465275e-05,0.0001646510886232097
TXNL4B,-0.01780647411942482,3.472898959422019e-05,0.00016470935915786908
TRPC4AP,-0.0053160786628723145,3.4772670506898646e-05,0.0001648928231352574
SMAD6,-0.018338173627853394,3.477405470816817e-05,0.00016487569120505945
ZNF417,0.019656985998153687,3.4807984598900574e-05,0.00016501285227596616
KLHDC2,0.08280101418495178,3.481224811392968e-05,0.00016500935591425226
IRGQ,0.08087499439716339,3.4839173427509485e-05,0.00016511326159733918
CBR3,-0.029336869716644287,3.4878024637493875e-05,0.00016527364970761316
RP5-857K21.11,0.23881292343139648,3.494884552627267e-05,0.0001655854621107649
TMUB2,-0.008085429668426514,3.495344709497308e-05,0.00016558348699190765
RUFY3,-0.0032348036766052246,3.495435677803314e-05,0.00016556402553706624
UBE2Q1,0.08666402101516724,3.4958370364049806e-05,0.00016555926943617386
SLC22A18,0.05214430391788483,3.4967576569001506e-05,0.00016557910288378367
POLR1C,-0.02477036416530609,3.500731908920162e-05,0.00016574350600490854
CHST10,-0.0002816691994667053,3.513848412128353e-05,0.00016634064326854377
ALG10,-0.011299554258584976,3.513934475722855e-05,0.00016632085500857205
GNA14,0.004155252128839493,3.516651925154868e-05,0.00016642560279759737
SNHG10,-0.00761076807975769,3.5202065639260994e-05,0.00016656993485837036
PDE4A,0.044068604707717896,3.525037919593194e-05,0.0001667746288456803
LGALS3,0.09171056747436523,3.527731427465313e-05,0.0001668781339773735
RP11-138B4.1,0.000213247025385499,3.53004330575605e-05,0.00016696355916488083
AP2M1,-0.05777335166931152,3.5360622582452376e-05,0.00016722427147886141
GPX4,0.03155052661895752,3.5401726230016955e-05,0.0001673946627915462
AADAT,-0.020454801619052887,3.5412456658308084e-05,0.0001674214081445587
DCC,-0.004062579944729805,3.541625101051681e-05,0.0001674153584659029
SYS1,0.0342174768447876,3.541814833678762e-05,0.00016740034441660329
TMCC1,0.04787188768386841,3.5425087982641464e-05,0.00016740916327517258
DHX58,0.02981191873550415,3.5521948826147636e-05,0.0001678428614519177
C2CD3,0.06032371520996094,3.5589590660133096e-05,0.000168138394019343
GMFG,-0.003025178099051118,3.5610131388712565e-05,0.00016821135077603022
EPS8L2,0.07868179678916931,3.56529393496643e-05,0.00016838945517351467
DIS3L,0.002085179090499878,3.565523113987197e-05,0.00016837617739517326
RP11-393B14.1,0.013798486441373825,3.567357068601708e-05,0.00016843867555597217
MT-ND2,0.38714170455932617,3.567804781885424e-05,0.00016843571151568118
RP11-119F7.2,-0.012945558875799179,3.571191722791154e-05,0.00016857148911801734
IFIT2,0.04458277300000191,3.5762507079025824e-05,0.00016878614233621183
C9orf41,-0.024175971746444702,3.585210077081388e-05,0.00016918479189545252
METTL2B,-0.022251099348068237,3.588020244979769e-05,0.000169293190309034
SLC4A7,-0.12836742401123047,3.59086555233835e-05,0.00016940321546955086
BACH1,0.008657515048980713,3.5923275196308194e-05,0.00016944795784162815
FKBP14,0.004453301429748535,3.595055159947567e-05,0.00016955237993491993
SON,-0.1205359697341919,3.598021581966462e-05,0.00016966803215232728
STAMBP,0.025105327367782593,3.6018831885817244e-05,0.00016982585854137468
ABHD11,-0.0163302943110466,3.606002688663675e-05,0.00016999579756030566
RP13-331H15.1,-0.0066966041922569275,3.6110770883547465e-05,0.00017021069790037837
ITGA4,0.03633619844913483,3.611298114152179e-05,0.0001701968022803187
GALNT12,-0.006896104663610458,3.6150022776862445e-05,0.00017034704391924828
RP11-632F7.1,-0.0032114614732563496,3.6154890726384774e-05,0.0001703456546504449
ACCS,0.01603803038597107,3.61746457359483e-05,0.00017041439692427386
GPR85,-0.01650317572057247,3.6238299185948295e-05,0.00017068989031268582
IWS1,-0.04366070032119751,3.630211849435082e-05,0.00017096608617201043
RP11-277L2.2,0.01097109355032444,3.630395146394433e-05,0.00017095031804664523
IDH3A,-0.013919174671173096,3.634541201640062e-05,0.00017112112863600716
NFATC1,-0.009937722235918045,3.6391317470186645e-05,0.00017131281494204716
MYCBPAP,0.008090822026133537,3.6513564486235764e-05,0.00017186377463956478
ASPHD1,-0.011034898459911346,3.654698488463911e-05,0.00017199654347007097
RARS2,0.07019752264022827,3.654765583634402e-05,0.00017197517175130788
CELSR3,0.03287477046251297,3.656085368562342e-05,0.00017201274309955008
RPS19BP1,-0.011272311210632324,3.658580820281536e-05,0.00017210560901794876
LAYN,0.18555688858032227,3.661402811656323e-05,0.00017221380722822575
AC103965.1,-0.0316646546125412,3.6642269468639215e-05,0.000172322075415871
SCARB1,0.048737943172454834,3.674426223695662e-05,0.00017277710310793554
RP11-64P14.7,0.003771785879507661,3.680462367808731e-05,0.00017303627219414234
CYP4V2,0.08339578658342361,3.6813407560392656e-05,0.0001730529110208229
DYSF,0.014766070991754532,3.681734971711542e-05,0.0001730467883071543
MAPK8IP3,0.07874000072479248,3.682951670749592e-05,0.0001730793197213827
ALDH3A1,0.007343561854213476,3.683740483486171e-05,0.00017309173633242128
GALNS,0.017841607332229614,3.683999701130581e-05,0.00017307926831667877
BEND7,0.026885397732257843,3.700978013218958e-05,0.0001738521775998854
TMC1,0.011539891362190247,3.705237452055969e-05,0.0001740274871609775
MYCBP,0.025664404034614563,3.7155775588567016e-05,0.00017448830281024318
ZNF805,0.014358609914779663,3.715935600598917e-05,0.00017448028339513483
NAPA,0.043048858642578125,3.716458516249809e-05,0.00017448000674966202
GBP2,0.00825975090265274,3.719034364608883e-05,0.00017457609739688447
CLPP,-0.04379644989967346,3.7227163849663907e-05,0.00017472407840962454
WDR74,-0.007270395755767822,3.723895161743721e-05,0.00017475454538719114
FLI1,-0.01536424458026886,3.7274393989516314e-05,0.00017489599398237923
TFPT,-0.030799224972724915,3.731255156577852e-05,0.00017505014061038849
C9orf123,-0.026701614260673523,3.7313749959774275e-05,0.0001750308757353927
IRF2BP2,-0.08824464678764343,3.732116943299003e-05,0.00017504079395046283
FZD2,0.04479217529296875,3.7326877708765587e-05,0.0001750426847641729
KCTD17,-0.01713007688522339,3.732779111268196e-05,0.00017502209290364378
CDKN1C,0.009595759212970734,3.733589853712264e-05,0.00017503523333793142
RRAGA,-0.02712392807006836,3.7354689304609236e-05,0.0001750984477348461
SNAPC1,-0.01884680986404419,3.753472866014201e-05,0.0001759173824064468
E2F4,-0.0469852089881897,3.761954546702878e-05,0.00017628985977625545
PAN2,-0.007051318883895874,3.7620868630593224e-05,0.00017627102534314447
STYK1,0.011877449229359627,3.768541405800325e-05,0.00017654837950359468
TUBG1,-0.09403470158576965,3.770743392550615e-05,0.0001766264597348205
SPRY4,0.029468238353729248,3.773892934950888e-05,0.0001767488962224337
RP11-884K10.5,0.06414967775344849,3.775358989516017e-05,0.00017679246360925485
ANKRD2,-0.0011221077293157578,3.7784141086316e-05,0.00017691042076670873
UCN2,-0.012458018958568573,3.7814543160251986e-05,0.0001770276463638641
DDX19B,-0.029632076621055603,3.7845548002946306e-05,0.00017714766014430606
AC016773.1,-0.009714927524328232,3.791586425572838e-05,0.0001774516228535827
CABLES2,-0.028180763125419617,3.801251222031445e-05,0.00017787871801294502
EEPD1,-0.0006506703794002533,3.809722721783421e-05,0.00017824985990533748
COL8A1,0.006074965000152588,3.813242451656837e-05,0.00017838924527494306
NCOR2,-0.10009336471557617,3.8140529089021256e-05,0.00017840186522430628
SULT4A1,0.0016777913551777601,3.821862969403582e-05,0.000178741840787344
MCTP1,0.016874074935913086,3.82975318235554e-05,0.00017908546804396407
ZEB1,-0.09919309616088867,3.83357829663283e-05,0.0001792389342459972
AC009299.5,0.02240995317697525,3.835524513911612e-05,0.00017930452158757955
CMYA5,-0.0033599287271499634,3.8380642654578305e-05,0.0001793978331757772
DNM3OS,-0.020558394491672516,3.8553054736665147e-05,0.00018017819278134085
USP15,-0.05632847547531128,3.860099696091646e-05,0.00018037670226957067
DIEXF,-0.07288636267185211,3.872551916879797e-05,0.00018093295170978321
HEATR8,0.0020964397117495537,3.875459370557813e-05,0.00018104315720169197
ATG2A,0.06712929904460907,3.877793993786557e-05,0.00018112657534681122
ANKDD1A,0.011924155056476593,3.8796733635529834e-05,0.00018118870860641285
ARPC4,-0.08630949258804321,3.8915215453376876e-05,0.00018171632237251205
CACNA2D3,-0.0006988948443904519,3.893812134830426e-05,0.0001817975539673552
TBC1D9,-0.017900943756103516,3.896937805816398e-05,0.00018191774604260335
AC002069.5,-0.007920868694782257,3.897009278600679e-05,0.00018189534749954648
ZNF512B,-0.017468631267547607,3.8983913395239377e-05,0.0001819341191620825
TMEFF2,-0.00012129941023886204,3.8989752861180436e-05,0.0001819356379090155
MGAM,0.0075322603806853294,3.902540419002323e-05,0.00018207624593464598
LSS,0.045162081718444824,3.906049064356661e-05,0.00018221417910143931
UIMC1,-0.04621729254722595,3.9070939037630407e-05,0.00018223715486946778
KCNB1,0.00897502526640892,3.907941918577128e-05,0.00018225094502254748
CCT8,-0.12457871437072754,3.920582053899932e-05,0.0001828145913912214
RAB6A,0.10522204637527466,3.9275683866151254e-05,0.0001831144820070172
C12orf69,0.0017623796593397856,3.9275803908543005e-05,0.00018308917066436512
RP4-798C17.5,0.009010647423565388,3.9329318744250546e-05,0.00018331273795261293
RP11-834C11.4,-0.00038492027670145035,3.9332203735779856e-05,0.00018330029127995148
IRS2,0.0533113032579422,3.9369065811963364e-05,0.00018344616953336129
RP11-22B23.2,-0.00245511531829834,3.9374601065322846e-05,0.00018344605509041617
GLRX3,-0.07735037803649902,3.937766985115692e-05,0.0001834344510431911
FUT8,-0.021254241466522217,3.943126110657666e-05,0.00018365816773171893
BOD1L1,-0.02585923671722412,3.950797915108811e-05,0.0001839895232307907
RELA,0.03763926029205322,3.9510877047778776e-05,0.00018397705167816266
AFF1,0.1374601423740387,3.951383553321887e-05,0.00018396486572859556
CDC123,-0.08152496814727783,3.9553766224068805e-05,0.0001841247907115054
AGXT2L2,-0.0021984130144119263,3.9564465451673476e-05,0.00018414861582423
SP110,0.0035315006971359253,3.959264767023473e-05,0.00018425379546959026
TMEM120B,-0.008674055337905884,3.961152749909608e-05,0.00018431566067306094
PHF20,-0.062389075756073,3.962242374047579e-05,0.0001843403653859276
RP1-12G14.7,0.004465349018573761,3.9649010841423495e-05,0.00018443805339246697
UBE2B,0.07921263575553894,3.9716010602126494e-05,0.00018472367773007662
LRRC41,-0.017539024353027344,3.979290936375885e-05,0.0001850552564421738
MLL2,-0.05860018730163574,3.9810362555407205e-05,0.0001851103315270097
MCAT,-0.009457215666770935,3.983220486020911e-05,0.00018518579672574322
CEP19,0.020895423367619514,3.987025931617184e-05,0.00018533660272430116
PPM1K,0.029267244040966034,3.987720430843828e-05,0.0001853427744973829
LAMB2,0.1504840850830078,3.989585202060629e-05,0.00018540332921407107
ULK2,0.06417404115200043,3.989853409701654e-05,0.00018538968209140413
RP11-322M19.1,0.028859615325927734,3.9948977985298665e-05,0.000185597934191063
GNB1L,-0.01762666366994381,4.004748449761313e-05,0.0001860293891311763
BCOR,-0.008756697177886963,4.0136970264821995e-05,0.00018641882515312523
C9orf72,-0.006119925528764725,4.01486221604259e-05,0.00018644669784422977
DOCK8,0.0022612600587308407,4.02114771184718e-05,0.00018671231178215268
HOXB-AS3,0.034607455134391785,4.022291962981503e-05,0.00018673916324549698
CUTA,-0.023446321487426758,4.027319851413242e-05,0.00018694628376108598
C20orf43,-0.07200366258621216,4.030846577508859e-05,0.00018708367256281447
ZNF540,0.009877273812890053,4.044897416201862e-05,0.00018770940963091482
MEAF6,0.04826939105987549,4.045484428218882e-05,0.0001877102499073014
PDGFC,0.13731729984283447,4.051359163973455e-05,0.0001879564055333298
ZNF434,0.017025969922542572,4.058060411557243e-05,0.00018824083126575455
GEMIN6,-0.014128342270851135,4.058333151522789e-05,0.00018822702043083274
PTGFR,-0.02726585790514946,4.058754694245486e-05,0.0001882201140360222
ANKS3,-0.0001380443572998047,4.061117370983556e-05,0.00018830321480551215
SMYD4,-0.016012467443943024,4.062147202215401e-05,0.00018832450040339634
ZNF212,-0.008745141327381134,4.064015202705564e-05,0.0001883846327806548
STK16,0.02454034984111786,4.064319375853472e-05,0.0001883722683049379
EML5,-0.0024599768221378326,4.065443148568258e-05,0.00018839788860535068
TP53I3,-0.021389275789260864,4.075054257498306e-05,0.0001888167606040677
PANX2,0.011118924245238304,4.088750975530452e-05,0.00018942479421177655
CPT2,0.003252074122428894,4.088913337962309e-05,0.0001894057217268937
SERPINB6,0.0010344982147216797,4.104517188966599e-05,0.00019010183134468407
CMPK2,0.0021856147795915604,4.1050124137392296e-05,0.0001900980836369486
FHP1,-0.004547391086816788,4.1053572252173234e-05,0.00019008737250357226
SHOX2,0.0029126042500138283,4.114313491348366e-05,0.00019047533835700765
FUCA2,-0.017847657203674316,4.133571225999629e-05,0.00019134004293189921
RSBN1,0.026070453226566315,4.133634346295992e-05,0.00019131612464025284
SNORD12B,-0.003676530672237277,4.137852931916242e-05,0.00019148451260669902
C9orf129,-0.008233807981014252,4.1439293220712794e-05,0.00019173881360502295
COQ2,-0.02154771238565445,4.145967288241752e-05,0.0001918062123885819
DAGLA,-0.014928482472896576,4.146011602812207e-05,0.00019178137226242642
DLG1,0.08328211307525635,4.149064099458495e-05,0.00019189566857531968
RP11-385D13.1,0.0021330765448510647,4.15215050837572e-05,0.00019201150108459267
LRCH4,0.031327396631240845,4.1523977723362635e-05,0.00019199602648295265
MARVELD1,-0.050618648529052734,4.157999963775409e-05,0.00019222811938457286
RPL10AP2,-0.03030477836728096,4.161944353462571e-05,0.00019238351631058773
TBC1D10B,-0.051474153995513916,4.1638893205114727e-05,0.0001924464604710408
CARD8,-0.029038548469543457,4.16677027767228e-05,0.00019255264049271274
ZNF319,0.03549320250749588,4.167762849611632e-05,0.00019257153791196722
MEG9,-0.009277194738388062,4.191596947054763e-05,0.00019364567525633142
TRAPPC1,-0.008104205131530762,4.2000843562927245e-05,0.00019401061645790067
APOO,-0.019846875220537186,4.203323631825097e-05,0.00019413306723413924
PSD,0.026862379163503647,4.206359877176619e-05,0.00019424610797402737
C17orf89,0.002425849437713623,4.2099509512636534e-05,0.0001943847350083183
SLC19A1,-0.04914256930351257,4.21093436520617e-05,0.00019440293742826025
CBX6,-0.054680824279785156,4.212380973069983e-05,0.00019444251567773374
HUNK,-0.003978412598371506,4.215352875229657e-05,0.00019455248023248363
ELP6,-0.025905489921569824,4.223139769046025e-05,0.00019488461074080224
ECHDC3,-0.013826001435518265,4.226964322288305e-05,0.00019503382437967084
L3HYPDH,-0.030865684151649475,4.2273643881180625e-05,0.00019502501116604512
PINLYP,0.004044404719024897,4.2276160615311205e-05,0.00019500935544557434
SFMBT1,-0.01460643857717514,4.228396988317815e-05,0.0001950181138237997
CHST14,0.0074082911014556885,4.235703266459314e-05,0.00019532778375517127
AP000857.1,-0.01772056147456169,4.240289754657227e-05,0.00019551196262565008
ABCB8,-0.01870720088481903,4.240445095077369e-05,0.0001954918065000388
SAC3D1,-0.01787220686674118,4.243941736197551e-05,0.0001956256741908888
ZCCHC5,-0.008104057982563972,4.24460253153389e-05,0.00019562880364291203
CCDC88B,0.005197401158511639,4.2500612032333406e-05,0.00019585302988922354
SCOC,0.12313342094421387,4.2501131002296e-05,0.00019582807113821486
CBY1,0.00453031063079834,4.2502882571983324e-05,0.00019580879788642697
GTF3A,-0.06565794348716736,4.255864555189135e-05,0.00019603832332607218
B3GNTL1,-0.013821784406900406,4.2678789756509085e-05,0.00019656430318481537
DEPDC7,-0.025780558586120605,4.2679962267336176e-05,0.00019654226866863323
ACPL2,0.012882530689239502,4.2697618902841236e-05,0.00019659613950589544
NENF,0.03399014472961426,4.2719324911960545e-05,0.00019666863757082995
RINT1,-0.05216827988624573,4.2748283158018766e-05,0.0001967744981583188
RPS3A,-0.19672027230262756,4.275617828288449e-05,0.000196783387145177
C7orf73,-0.0777563750743866,4.2786793616450775e-05,0.0001968968278068052
MPP4,-0.00951739028096199,4.2847565906635116e-05,0.00019714899415554675
SEPT5,0.02426762878894806,4.289401915496911e-05,0.00019733521500532705
BCKDK,-0.05995321273803711,4.296713604952782e-05,0.00019764403373123807
NFYB,-0.05767953395843506,4.3048783742305916e-05,0.00019799200161379758
AIFM1,-0.01756073534488678,4.317977741383683e-05,0.00019856679522920506
TMEM182,0.011752039194107056,4.330290318495985e-05,0.0001991052523115594
CNN1,-0.08352881669998169,4.336836742082546e-05,0.00019937847053784816
AKAP8L,0.04339879751205444,4.340868623835239e-05,0.00019953602708755046
KCTD6,-0.02202444151043892,4.342080895416807e-05,0.00019956394921894074
TNNC1,0.0011220636079087853,4.3443871183972195e-05,0.0001996421350578221
CSNK2A2,-0.03024590015411377,4.3558565814710574e-05,0.0002001413283743734
MT-CO3,0.25321006774902344,4.356507941229458e-05,0.00020014338557625448
SLC29A1,0.034885063767433167,4.362680674631552e-05,0.00020039906565427824
ZC3H14,-0.03693574666976929,4.378163563571866e-05,0.0002010822755847073
CAPN1,-0.10664689540863037,4.383811362732462e-05,0.00020131364775693468
METTL21D,-0.013554476201534271,4.390290082641167e-05,0.00020158310781623337
FARP1,0.06059741973876953,4.405701402936611e-05,0.00020226258214817516
OXA1L,-0.03760027885437012,4.4085317985396067e-05,0.00020236436657319743
TADA3,-0.06529152393341064,4.414359572073052e-05,0.00020260369186333335
FBP1,0.0008188450592570007,4.416696846955963e-05,0.00020268277116176913
PSME2,0.0393373966217041,4.420228643241491e-05,0.00020281663757996523
CADPS,-0.0014466607244685292,4.4202893281452817e-05,0.00020279122133224912
IKBKG,-0.027758806943893433,4.425902854411866e-05,0.0002030205264581114
MED20,-0.028862059116363525,4.4300973315424533e-05,0.00020318468370064395
UBE2M,-0.030835121870040894,4.436656922930762e-05,0.00020345725527741554
RIN3,-0.03518247604370117,4.437672146010942e-05,0.00020347553148642445
CD27-AS1,0.04444053769111633,4.438470948884465e-05,0.00020348388072591761
ADAM33,0.12981665134429932,4.444500379887047e-05,0.00020373199504636444
BTBD7,-0.05762767791748047,4.4480812006876073e-05,0.00020386781388621698
NPRL3,-0.046935662627220154,4.450212050545249e-05,0.00020393714806630621
CLP1,0.009035870432853699,4.464277734266462e-05,0.00020455331737553382
GSTZ1,-0.015763845294713974,4.467444962362036e-05,0.0002046700174022985
STK25,-0.02718949317932129,4.4705394009467136e-05,0.000204783350734745
TPD52L1,0.037277087569236755,4.473663241322051e-05,0.0002048979992329554
PSMF1,-0.03436535596847534,4.476652679567209e-05,0.00020500646101640537
NKIRAS2,-0.02685496211051941,4.478537445114236e-05,0.00020506431168685016
TBC1D9B,0.014666438102722168,4.483827151360808e-05,0.00020527803088545837
MSMO1,0.12532076239585876,4.486063797450894e-05,0.0002053519353453
RCBTB2,-0.010585837066173553,4.492794031114715e-05,0.00020563148710865586
RP11-114H24.1,-0.022042974829673767,4.492903659305619e-05,0.00020560798368764063
RP4-758J18.2,0.00868113711476326,4.494150865337064e-05,0.0002056365383466876
MECOM,-0.04702053964138031,4.499712614664888e-05,0.000205862476041137
SGPP2,-0.009454755112528801,4.5034608388540416e-05,0.0002060053935643825
OSMR,0.11884379386901855,4.506023205813551e-05,0.00020609403337374288
VPS72,-0.027001023292541504,4.507273996963391e-05,0.0002061226687869814
KCTD9,-0.06641489267349243,4.511475581826494e-05,0.00020628622065183643
LAMC2,0.032053250819444656,4.51559150462826e-05,0.00020644581085660168
NSMAF,-0.0468330979347229,4.516355903640185e-05,0.00020645215162178984
HERC5,0.012349231168627739,4.520993231279206e-05,0.00020663550584022357
DAPK1,0.0456719696521759,4.5262494745098386e-05,0.00020684709336766223
ZNF610,0.024488398805260658,4.530496104633281e-05,0.00020701248992158303
TOP1P1,-0.009841393679380417,4.5337579669421536e-05,0.00020713284979127162
CAMK2B,0.00632320623844862,4.537707081235074e-05,0.0002072845703244514
C19orf10,-0.055933475494384766,4.5431694861870245e-05,0.00020750536710512302
FGF7,0.052318915724754333,4.5492001744160674e-05,0.00020775205502402512
DHFRL1,0.023525729775428772,4.550518269326934e-05,0.00020778349058461412
ZNF331,-0.02499668300151825,4.553176414015843e-05,0.00020787609766217345
PAFAH1B1,0.05452752113342285,4.554474810174573e-05,0.0002079066081373963
MPP2,0.005534294992685318,4.555141508069019e-05,0.00020790827785134496
C14orf118,0.010039061307907104,4.560895766521817e-05,0.0002081421242273684
GCH1,-0.0017541693523526192,4.562258932726237e-05,0.00020817554070709746
STX3,0.01176181435585022,4.5768196987910893e-05,0.00020881107019028207
RP11-1398P2.1,0.0042093428783118725,4.579737336766038e-05,0.00020891529576468328
ZDHHC16,-0.025013238191604614,4.580421641193365e-05,0.0002089176279391417
PDCL3,-0.029821760952472687,4.582174757514209e-05,0.00020896870231400323
USP46,0.06353425979614258,4.583453342307392e-05,0.00020899812469518021
GSTK1,-0.008445203304290771,4.58571792759644e-05,0.0002090724927746919
ATP5J2,-0.04239249229431152,4.586822661877205e-05,0.00020909396757203425
ARMCX2,-0.030619800090789795,4.586948534303288e-05,0.00020907082040245474
AC058791.1,0.03286250680685043,4.593344528276248e-05,0.00020933342915811437
DOHH,-0.01917891949415207,4.597372764214441e-05,0.00020948807396113173
CD34,0.003860355820506811,4.601180012526897e-05,0.00020963260772345342
